ADBCOMTR|20190422|1001|9999999|35,00|428,14
ADBCOMTR|20190501|0|30|2,50|439,61
ADBCOMTR|20190501|31|50|3,00|439,61
ADBCOMTR|20190501|51|100|4,00|439,61
ADBCOMTR|20190501|101|150|6,00|439,61
ADBCOMTR|20190501|151|200|10,00|439,61
ADBCOMTR|20190501|201|300|12,00|439,61
ADBCOMTR|20190501|301|500|20,00|439,61
ADBCOMTR|20190501|501|1000|28,00|439,61
ADBCOMTR|20190501|1001|9999999|35,00|439,61
ADBCOMTR|20190601|0|30|2,50|419,63
ADBCOMTR|20190601|31|50|3,00|419,63
ADBCOMTR|20190601|51|100|4,00|419,63
ADBCOMTR|20190601|101|150|6,00|419,63
ADBCOMTR|20190601|151|200|10,00|419,63
ADBCOMTR|20190601|201|300|12,00|419,63
ADBCOMTR|20190601|301|500|20,00|419,63
ADBCOMTR|20190601|501|1000|28,00|419,63
ADBCOMTR|20190601|1001|9999999|35,00|419,63
ADBCPRTR|20190422|0|500|1,00|428,14
ADBCPRTR|20190422|501|1000|2,00|428,14
ADBCPRTR|20190422|1001|9999999|4,00|428,14
ADBCPRTR|20190501|0|500|1,00|439,61
ADBCPRTR|20190501|501|1000|2,00|439,61
ADBCPRTR|20190501|1001|9999999|4,00|439,61
ADBCPRTR|20190601|0|500|1,00|419,63
ADBCPRTR|20190601|501|1000|2,00|419,63
ADBCPRTR|20190601|1001|9999999|4,00|419,63
ADBINDTR|20190422|0|30|4,50|428,14
ADBINDTR|20190422|31|50|6,50|428,14
ADBINDTR|20190422|51|100|8,00|428,14
ADBINDTR|20190422|101|150|12,00|428,14
ADBINDTR|20190422|151|200|15,00|428,14
ADBINDTR|20190422|201|300|20,00|428,14
ADBINDTR|20190422|301|500|25,00|428,14
ADBINDTR|20190422|501|1000|30,00|428,14
ADBINDTR|20190422|1001|9999999|40,00|428,14
ADBINDTR|20190501|0|30|4,50|439,61
ADBINDTR|20190501|31|50|6,50|439,61
ADBINDTR|20190501|51|100|8,00|439,61
ADBINDTR|20190501|101|150|12,00|439,61
ADBINDTR|20190501|151|200|15,00|439,61
ADBINDTR|20190501|201|300|20,00|439,61
ADBINDTR|20190501|301|500|25,00|439,61
ADBINDTR|20190501|501|1000|30,00|439,61
ADBINDTR|20190501|1001|9999999|40,00|439,61
ADBINDTR|20190601|0|30|4,50|419,63
ADBINDTR|20190601|31|50|6,50|419,63
ADBINDTR|20190601|51|100|8,00|419,63
ADBINDTR|20190601|101|150|12,00|419,63
ADBINDTR|20190601|151|200|15,00|419,63
ADBINDTR|20190601|201|300|20,00|419,63
ADBINDTR|20190601|301|500|25,00|419,63
ADBINDTR|20190601|501|1000|30,00|419,63
ADBINDTR|20190601|1001|9999999|40,00|419,63
ADBRESTR|20190422|0|30|1,00|428,14
ADBRESTR|20190422|31|50|1,50|428,14
ADBRESTR|20190422|51|100|3,00|428,14
ADBRESTR|20190422|101|150|5,00|428,14
ADBRESTR|20190422|151|200|8,00|428,14
ADBRESTR|20190422|201|250|9,00|428,14
ADBRESTR|20190422|251|300|12,00|428,14
ADBRESTR|20190422|301|400|15,00|428,14
ADBRESTR|20190422|401|450|18,00|428,14
ADBRESTR|20190422|451|500|20,00|428,14
ADBRESTR|20190422|501|1000|28,00|428,14
ADBRESTR|20190422|1001|9999999|35,00|428,14
ADBRESTR|20190501|0|30|1,00|439,61
ADBRESTR|20190501|31|50|1,50|439,61
ADBRESTR|20190501|51|100|3,00|439,61
ADBRESTR|20190501|101|150|5,00|439,61
ADBRESTR|20190501|151|200|8,00|439,61
ADBRESTR|20190501|201|250|9,00|439,61
ADBRESTR|20190501|251|300|12,00|439,61
ADBRESTR|20190501|301|400|15,00|439,61
ADBRESTR|20190501|401|450|18,00|439,61
ADBRESTR|20190501|451|500|20,00|439,61
ADBRESTR|20190501|501|1000|28,00|439,61
ADBRESTR|20190501|1001|9999999|35,00|439,61
ADBRESTR|20190601|0|30|1,00|419,63
ADBRESTR|20190601|31|50|1,50|419,63
ADBRESTR|20190601|51|100|3,00|419,63
ADBRESTR|20190601|101|150|5,00|419,63
ADBRESTR|20190601|151|200|8,00|419,63
ADBRESTR|20190601|201|250|9,00|419,63
ADBRESTR|20190601|251|300|12,00|419,63
ADBRESTR|20190601|301|400|15,00|419,63
ADBRESTR|20190601|401|450|18,00|419,63
ADBRESTR|20190601|451|500|20,00|419,63
ADBRESTR|20190601|501|1000|28,00|419,63
ADBRESTR|20190601|1001|9999999|35,00|419,63
ADBRURTR|20190422|0|30|2,50|428,14
ADBRURTR|20190422|31|50|3,00|428,14
ADBRURTR|20190422|51|100|4,00|428,14
ADBRURTR|20190422|101|150|6,00|428,14
ADBRURTR|20190422|151|200|10,00|428,14
ADBRURTR|20190422|201|300|12,00|428,14
ADBRURTR|20190422|301|500|20,00|428,14
ADBRURTR|20190422|501|1000|28,00|428,14
ADBRURTR|20190422|1001|9999999|35,00|428,14
ADBRURTR|20190501|0|30|2,50|439,61
ADBRURTR|20190501|31|50|3,00|439,61
ADBRURTR|20190501|51|100|4,00|439,61
ADBRURTR|20190501|101|150|6,00|439,61
ADBRURTR|20190501|151|200|10,00|439,61
ADBRURTR|20190501|201|300|12,00|439,61
ADBRURTR|20190501|301|500|20,00|439,61
ADBRURTR|20190501|501|1000|28,00|439,61
ADBRURTR|20190501|1001|9999999|35,00|439,61
ADBRURTR|20190601|0|30|2,50|419,63
ADBRURTR|20190601|31|50|3,00|419,63
ADBRURTR|20190601|51|100|4,00|419,63
ADBRURTR|20190601|101|150|6,00|419,63
ADBRURTR|20190601|151|200|10,00|419,63
ADBRURTR|20190601|201|300|12,00|419,63
ADBRURTR|20190601|301|500|20,00|419,63
ADBRURTR|20190601|501|1000|28,00|419,63
ADBRURTR|20190601|1001|9999999|35,00|419,63
AEBBXRTR|20190422|0|30|0,62|428,14
AEBBXRTR|20190422|31|50|0,90|428,14
AEBBXRTR|20190422|51|100|2,04|428,14
